report_file,spreadsheet_id,report_title,spreadsheet_name,match_score,excel_file
Report0106.py,1x9g0b_wQtLgkxnAwR_lffzVLdS3PElb3mLWtqItqkig,Geometrie is consistent met GeometrieArtefact,[RSA] Geometrie is consistent met GeometrieArtefact,1,[RSA] Geometrie is consistent met GeometrieArtefact.xlsx
Report0111.py,14g-EraRtSgEjC_f--Axt-6ZFWmgWvLhIXDvfw4DMBWQ,Verkeersregelaars hebben een vplanNummer volgens bepaalde syntax,[RSA] Verkeersregelaars hebben een vplanNummer volgens bepaalde syntax,1,[RSA] Verkeersregelaars hebben een vplanNummer volgens bepaalde syntax.xlsx
Report0112.py,1701KVEMJAco3NPxfgOtHP0byI9_MQ1yhb1EQ3ujvU9I,Verkeersregelaars hebben een vplanDatum,[RSA] Verkeersregelaars hebben een vplanDatum,1,[RSA] Verkeersregelaars hebben een vplanDatum.xlsx
Report0114.py,188xxFUa1uZ8GPgwB9a2c0gtkrdtacg5ft5TkODanatk,EAN Nummer niet als commentaar gedocumenteerd,[RSA] EAN Nummer niet als commentaar gedocumenteerd,1,[RSA] EAN Nummer niet als commentaar gedocumenteerd.xlsx
Report0118.py,1bpZLWgqFp6AsRqxaTCnvc8IqpnnmSnoajlCABGD4TbY,Elke installatie heeft een bestekkoppeling,[RSA] Elke installatie heeft een bestekkoppeling,1,[RSA] Elke installatie heeft een bestekkoppeling.xlsx
Report0119.py,1hGwws9A8U8F5dQZChGNDH4YOtiuB8LVq7Ovh93DmD2c,DNBHoogspanning en DNBLaagspanning hebben een installatieverantwoordelijke,[RSA] DNBHoogspanning en DNBLaagspanning hebben een installatieverantwoordelijke,1,[RSA] DNBHoogspanning en DNBLaagspanning hebben een installatieverantwoordelijke.xlsx
Report0121.py,1QPnohwuI7ziIFU2wac_9ZbOcJWr20asu4gvsr0t3x3E,Netwerkpoorten hebben een unieke naam,[RSA] Netwerkpoorten hebben een unieke naam,1,[RSA] Netwerkpoorten hebben een unieke naam.xlsx
Report0122.py,1kOEWxEfBVrft7bxM3F6YiQrNk3YFRXeZmr2edsvhuwQ,Netwerkpoorten hebben een naam,[RSA] Netwerkpoorten hebben een naam,1,[RSA] Netwerkpoorten hebben een naam.xlsx
Report0124.py,1Fia3N3bXG7LXBSbcst7jDM5N8Lr9HXHc3eCVcgNIdrM,KabelnetToegang HeeftNetwerktoegang tot een Behuizing,[RSA] KabelnetToegang HeeftNetwerktoegang tot een Behuizing,1,[RSA] KabelnetToegang HeeftNetwerktoegang tot een Behuizing.xlsx
Report0126.py,1_U31z99SVb2B_BbiXd9ZEB-tmwI4KYM17amUYWinkN0,KabelnetBuis HeeftNetwerktoegang tot een BeschermBuis,[RSA] KabelnetBuis HeeftNetwerktoegang tot een BeschermBuis,1,[RSA] KabelnetBuis HeeftNetwerktoegang tot een BeschermBuis.xlsx
Report0129.py,1bLfrHp7ETT6ZJwWshIiZRG81ID58LqaADks2ymPY_mM,Geometrie Linestring heeft identieke eindpunten en bevat maximum 2 punten,[RSA] Geometrie Linestring heeft identieke eindpunten en bevat maximum 2 punten,1,[RSA] Geometrie Linestring heeft identieke eindpunten en bevat maximum 2 punten.xlsx
Report0130.py,1sbY-T8UZqE-tau7Hu6860OLXjNQ0wuDC5AI-yov35NY,Geometrie Linestring heeft identieke eindpunten en bevat meer dan 2 punten,[RSA] Geometrie Linestring heeft identieke eindpunten en bevat meer dan 2 punten,1,[RSA] Geometrie Linestring heeft identieke eindpunten en bevat meer dan 2 punten.xlsx
Report0132.py,1bz0JRZABFCk54ZswUo85j_KY8Hn_9uYj-GnqTfif4vA,Actieve assets hebben een bijpassende AIMToestand,[RSA] Actieve assets hebben een bijpassende AIMToestand,1,[RSA] Actieve assets hebben een bijpassende AIMToestand.xlsx
Report0134.py,1_8Xqs3uVeOPrnWJfnOuXrDkuEzhC1TRd6ybWPKk3-m4,Overlappende gebouwen,[RSA] Overlappende gebouwen,1,[RSA] Overlappende gebouwen.xlsx
Report0136.py,1uYTd1vGSKMxxWbkbTjgpSo969ntXGj_-xXebBGXPdVY,Straatkolk heeft betrokkene relaties beheerder en verantwoordelijke-reiniging,[RSA] Straatkolk heeft betrokkene relaties beheerder en verantwoordelijke-reiniging,1,[RSA] Straatkolk heeft betrokkene relaties beheerder en verantwoordelijke-reiniging.xlsx
Report0142.py,124_Y-L0kp2pM67TY6jL4M1eHfZBl_6Nh8xFyFYnhK30,Dubbele Aanvullende Geometrie,[RSA] Dubbele Aanvullende Geometrie,1,[RSA] Dubbele Aanvullende Geometrie.xlsx
Report0143.py,1Vnn-fHvk0NtnmIeDXtTYByzna5qy62qz6zTZDSCxFos,Boom zonder naam,[RSA] Boom zonder naam,1,[RSA] Boom zonder naam.xlsx
Report0156.py,19CqxgnN3XzlVv6yIAi7Dh5JEykr0k-YBYNH4q4tcNu0,Assets met dubbele Betrokkene-relatie naar dezelfe rol,[RSA] Assets met dubbele Betrokkene-relatie naar dezelfe rol,1,[RSA] Assets met dubbele Betrokkene-relatie naar dezelfe rol.xlsx
Report0159.py,1kmBlXvNmBxi0r2e79ys_wjxbzG6uW2QAJWPts_9XhqI,Ontbrekende gegevens installaties VMHS,[RSA] Ontbrekende gegevens installaties VMHS,1,[RSA] Ontbrekende gegevens installaties VMHS.xlsx
Report0160.py,1VyZLJl1H98VHsVLX-qPCWBlfcvK0EtxMJ5ySiy-1ixI,Ontbrekende gegevens installaties Telematica,[RSA] Ontbrekende gegevens installaties Telematica,1,[RSA] Ontbrekende gegevens installaties Telematica.xlsx
Report0161.py,1TyJHTYKeiG2AIZ_440cXajbHReJZkaKuQGFVaipZmIA,Ontbrekende gegevens installaties BMI,[RSA] Ontbrekende gegevens installaties BMI,1,[RSA] Ontbrekende gegevens installaties BMI.xlsx
Report0162.py,1fytjc9wz3Cj5xGSYoNMxpArcxbFT8L4n1o-tHCai92Q,Ontbrekende gegevens installaties TOV,[RSA] Ontbrekende gegevens installaties TOV,1,[RSA] Ontbrekende gegevens installaties TOV.xlsx
Report0163.py,1hvS4b7uZ5py58ZXqFk32YAEtzMWbRuFax1Vw1ggCK4g,Ontbrekende gegevens installaties V&W-WA,[RSA] Ontbrekende gegevens installaties V&W-WA,1,[RSA] Ontbrekende gegevens installaties V&W-WA.xlsx
Report0164.py,1TrmBoXlONFeTMCnpWJYbI1a89j3ifcIL84MznbwqD0M,Ontbrekende gegevens installaties V&W-WL,[RSA] Ontbrekende gegevens installaties V&W-WL,1,[RSA] Ontbrekende gegevens installaties V&W-WL.xlsx
Report0165.py,1bkMk04TR3W-70hURnSfd4pOaehKtAkwLeFNNpBs9kN0,Ontbrekende gegevens installaties V&W-WO,[RSA] Ontbrekende gegevens installaties V&W-WO,1,[RSA] Ontbrekende gegevens installaties V&W-WO.xlsx
Report0166.py,1ZGme4bgZv63H0pV8BXgG2WLKpicmsCwPO2zA0_hXm5k,Ontbrekende gegevens installaties V&W-WVB,[RSA] Ontbrekende gegevens installaties V&W-WVB,1,[RSA] Ontbrekende gegevens installaties V&W-WVB.xlsx
Report0167.py,1_PM7lSbX5mmpmYqQuIoE0KisV6lXncL0jZ-TO1h7pgw,Ontbrekende gegevens installaties V&W-WW,[RSA] Ontbrekende gegevens installaties V&W-WW,1,[RSA] Ontbrekende gegevens installaties V&W-WW.xlsx
Report0168.py,1XdDDjAwQJA9XDIm3hYMcTmNOn1SeRbHQQ8mSgX-FG8Y,Ontbrekende gegevens installaties EW Overige,[RSA] Ontbrekende gegevens installaties EW Overige,1,[RSA] Ontbrekende gegevens installaties EW Overige.xlsx
Report0169.py,1nJCGkb1-RbNkU6B7vNMM2p26pbIeToCBVkaD9LSP71Y,Seinbruggen zijn 90 graden geöriënteerd,[RSA] Seinbruggen zijn 90 graden geöriënteerd,1,[RSA] Seinbruggen zijn 90 graden geöriënteerd.xlsx
Report0170.py,1XHAWkGnKse2bmZth1d0PybcvyWNDO-cv3QjokT1aOic,Actieve assets hebben een inactieve parent-asset,[RSA] Actieve assets hebben een inactieve parent-asset,1,[RSA] Actieve assets hebben een inactieve parent-asset.xlsx
Report0171.py,1t6s3fYOdRybNUOPXlI2O4sHACAb3tYcGlEHnelhogF4,Assets conform naamconventies OTL EW-Infrastructuur,[RSA] Assets conform naamconventies OTL EW-Infrastructuur,1,[RSA] Assets conform naamconventies OTL EW-Infrastructuur.xlsx
Report0173.py,1Lu1nSafM08GgwY1FHd4vnEN6qbS0Z4lI-H96gZzV8Z0,Legacy assets ontbreken een naampad,[RSA] Legacy assets ontbreken een naampad,1,[RSA] Legacy assets ontbreken een naampad.xlsx
Report0174.py,103WXbUchfGVpKN0eGTHc1X8-PJSq5rf2Ydz6FhePGFs,Assets van bepaalde assettypes hebben een unieke naam,[RSA] Assets van bepaalde assettypes hebben een unieke naam,1,[RSA] Assets van bepaalde assettypes hebben een unieke naam.xlsx
Report0179.py,1KoN2tfOLSmJJ6OT540hyIwkf3MXX6vrnnLkONS-nIis,Assets gelinkt aan bestekken zonder aannemer,[RSA] Assets gelinkt aan bestekken zonder aannemer,1,[RSA] Assets gelinkt aan bestekken zonder aannemer.xlsx
Report0180.py,1CQgzLh1L0qEdVpjRz2NiKnZPkIuphc8BvOk1J8a1q_0,SegmentControllers hun serienummer volgt een bepaalde regex validatie,[RSA] SegmentControllers hun serienummer volgt een bepaalde regex validatie,1,[RSA] SegmentControllers hun serienummer volgt een bepaalde regex validatie.xlsx
Report0181.py,1GDwzQP9TxQuMDc6_B57tx8ct_gjkoTQhvNQcil5iETo,Wetenschappelijke notaties komen niet voor,[RSA] Wetenschappelijke notaties komen niet voor,1,[RSA] Wetenschappelijke notaties komen niet voor.xlsx
Report0182.py,1cQ9yN9I9UT2BAtTAcOJmZkO-A2zuxdSu_9zkP1j5LMs,Teletransmissieverbinding (TT) ODF zonder enige HoortBij-relatie naar een KabelnetToegang,[RSA] Teletransmissieverbinding (TT) ODF zonder enige HoortBij-relatie naar een KabelnetToegang,1,[RSA] Teletransmissieverbinding (TT) ODF zonder enige HoortBij-relatie naar een KabelnetToegang.xlsx
Report0183.py,1xrzVWW4K4InhtoDMF3ETxcbZSo1MmyUy4EtbAAoMEmY,Teletransmissieverbinding (TT) ODF met meerdere HoortBij-relaties naar een KabelnetToegang,[RSA] Teletransmissieverbinding (TT) ODF met meerdere HoortBij-relaties naar een KabelnetToegang,1,[RSA] Teletransmissieverbinding (TT) ODF met meerdere HoortBij-relaties naar een KabelnetToegang.xlsx
Report0185.py,1cR7109F1_7iW0OVc65zMIOkAj-qUKH7S_Z012VIQP5U,IP Netwerkelementen hebben dezelfde locatie als hun Bijhorende legacy object van type IP,[RSA] IP Netwerkelementen hebben dezelfde locatie als hun Bijhorende legacy object van type IP,1,[RSA] IP Netwerkelementen hebben dezelfde locatie als hun Bijhorende legacy object van type IP.xlsx
Report0186.py,1wZ4Z9wNQG95zK_Bj5Z3d5jsHTfJWC9OrlvWJ4ulhVeM,Bevestigingsrelatie bestaat tussen PTVerwerkingseenheid en PTDemodulatoren,[RSA] Bevestigingsrelatie bestaat tussen PTVerwerkingseenheid en PTDemodulatoren,1,[RSA] Bevestigingsrelatie bestaat tussen PTVerwerkingseenheid en PTDemodulatoren.xlsx
Report0192.py,1vcrJrrS3kXC4hiP9QiDY2WbxCm40CwCW_nEKCP4Q55o,Overzicht van het aantal Bezoekt-relaties per bron- en doelassettype,[RSA] Overzicht van het aantal Bezoekt-relaties per bron- en doelassettype,1,[RSA] Overzicht van het aantal Bezoekt-relaties per bron- en doelassettype.xlsx
Report0196.py,1dgAGfvuGBCnW4oWXm0eUJMqSv6PXbbtAEEmNNUdOmwk,Lichtmast heeft een locatie,[RSA] Lichtmast heeft een locatie,1,[RSA] Lichtmast heeft een locatie.xlsx
Report0197.py,1fyJRTZc_yDiC5h1BRzJvW0AxWJxaSVL5CK5ETbGdXc0,Asset (Legacy) heeft een inactieve toezichter,[RSA] Asset (Legacy) heeft een inactieve toezichter,1,[RSA] Asset (Legacy) heeft een inactieve toezichter.xlsx
Report0198.py,1c-dKxkczJRFVNEvNoXIem-HZ3e68Cx7yawfTg0rjNXg,Asset (OTL) heeft een inactieve toezichter,[RSA] Asset (OTL) heeft een inactieve toezichter,1,[RSA] Asset (OTL) heeft een inactieve toezichter.xlsx
Report0199.py,1hxBCVXI5mTzZ9Xc6sz6nBRtnNMWVZ-lDslutSIw1UOs,Seinbrug is een punt,[RSA] Seinbrug is een punt,1,[RSA] Seinbrug is een punt.xlsx
Report0201.py,1VNme4tAQ0KJ5TZpyK3DikNfX7yftgCeKM6y8VLvEc9g,Naamgeving overzicht,[RSA] Naamgeving overzicht,1,[RSA] Naamgeving overzicht.xlsx
Report0202.py,1shR393J5PkEGkIRgnoNr-jzFQrvcYKkzTdg2zPEiEqk,VPLMast (Legacy) heeft meerdere bijhorende WVLichtmast (OTL),[RSA] VPLMast (Legacy) heeft meerdere bijhorende WVLichtmast (OTL),1,[RSA] VPLMast (Legacy) heeft meerdere bijhorende WVLichtmast (OTL).xlsx
Report0203.py,1xYdxsueQXhLUm-G6fX8dnKaaltrkApuxeTfjRW_KGJc,Kast (Legacy) heeft hoogstens één Laagspanning via de Bevestiging-relatie,[RSA] Kast (Legacy) heeft hoogstens één Laagspanning via de Bevestiging-relatie,1,[RSA] Kast (Legacy) heeft hoogstens één Laagspanning via de Bevestiging-relatie.xlsx
Report0204.py,171FTB1SvDW3oe2EQ-loH-EX2w-1JRjmRce38XzS4cUA,Kast (Legacy) heeft hoogstens één Laagspanningsdeel via de Bevestiging-relatie,[RSA] Kast (Legacy) heeft hoogstens één Laagspanningsdeel via de Bevestiging-relatie,1,[RSA] Kast (Legacy) heeft hoogstens één Laagspanningsdeel via de Bevestiging-relatie.xlsx
Report0205.py,1QCPpgI_7lIrA5dC4CwI1igOLiprs-3Ou-W_2N_wHkqI,Kast (Legacy) ontbreekt een Bevestiging-relatie naar een Laagspanning,[RSA] Kast (Legacy) ontbreekt een Bevestiging-relatie naar een Laagspanning,1,[RSA] Kast (Legacy) ontbreekt een Bevestiging-relatie naar een Laagspanning.xlsx
Report0206.py,12za25MNv7MZoDXKr51OuywhzajmLuQybMCI1WmIBiUs,Kast (Legacy) ontbreekt een Bevestiging-relatie naar een Laagspanningsdeel,[RSA] Kast (Legacy) ontbreekt een Bevestiging-relatie naar een Laagspanningsdeel,1,[RSA] Kast (Legacy) ontbreekt een Bevestiging-relatie naar een Laagspanningsdeel.xlsx
Report0207.py,1jAsjLusMxrlyNb9IQlxo3IT70fLrfPoXtc5QplRAgGU,HSCabineLegacy (Legacy) heeft hoogstens één Hoogspanning via de Bevestiging-relatie,[RSA] HSCabineLegacy (Legacy) heeft hoogstens één Hoogspanning via de Bevestiging-relatie,1,[RSA] HSCabineLegacy (Legacy) heeft hoogstens één Hoogspanning via de Bevestiging-relatie.xlsx
Report0208.py,1HgSbC_isvc31OTyYNe7P9Co294HyKXcISXcO-2Y9wy4,HSCabineLegacy (Legacy) heeft hoogstens één Hoogspanningsdeel via de Bevestiging-relatie,[RSA] HSCabineLegacy (Legacy) heeft hoogstens één Hoogspanningsdeel via de Bevestiging-relatie,1,[RSA] HSCabineLegacy (Legacy) heeft hoogstens één Hoogspanningsdeel via de Bevestiging-relatie.xlsx
Report0209.py,1_z8fp2h6JCWdCAX5XozBuylPa2r-4CKlQkBKhd5OM9E,HSCabineLegacy (Legacy) onbtreekt een Bevestiging-relatie naar een Hoogspanning,[RSA] HSCabineLegacy (Legacy) onbtreekt een Bevestiging-relatie naar een Hoogspanning,1,[RSA] HSCabineLegacy (Legacy) onbtreekt een Bevestiging-relatie naar een Hoogspanning.xlsx
Report0210.py,14djKCmoRIQsKSlcPb2oJCw-PoQfRn0oDqfj2QGtnqEU,HSCabineLegacy (Legacy) ontbreekt een Bevestiging-relatie naar een Hoogspanningsdeel,[RSA] HSCabineLegacy (Legacy) ontbreekt een Bevestiging-relatie naar een Hoogspanningsdeel,1,[RSA] HSCabineLegacy (Legacy) ontbreekt een Bevestiging-relatie naar een Hoogspanningsdeel.xlsx
Report0211.py,1AztJXPe2irCDmu3dJuRB9TMvCXOrU-y9qnrnFR4vnhg,Dubbele niet-gerichte relatie tussen assets,[RSA] Dubbele niet-gerichte relatie tussen assets,1,[RSA] Dubbele niet-gerichte relatie tussen assets.xlsx
Report0212.py,1F4lMZPKRjWWEq7Q5dbjO4lN1yBD_VNs-LXC3X56CoQ4,Assets met DA- in diens naampad,[RSA] Assets met DA- in diens naampad,1,[RSA] Assets met DA- in diens naampad.xlsx
Report0213.py,1JK1zb3RP-mwDgcbenxjfSAcbWjCrMaq0vluRdhKIwQs,Laagspanning (LS) is bevestigd aan een Kast (Legacy),[RSA] Laagspanning (LS) is bevestigd aan een Kast (Legacy),1,[RSA] Laagspanning (LS) is bevestigd aan een Kast (Legacy).xlsx
Report0214.py,1VaF3IRiF5lFOkh_hK4_PvTqYanhiaRzvJX_lqmWbn3g,Laagspanning (LS) is nergens aan bevestigd,[RSA] Laagspanning (LS) is nergens aan bevestigd,1,[RSA] Laagspanning (LS) is nergens aan bevestigd.xlsx
Report0215.py,1gmrHAnR-t459u8jY9hfoidWo3hRWg7zRY6aRDSgW2lM,Actieve assets (Legacy) wiens assettype inactief is,[RSA] Actieve assets (Legacy) wiens assettype inactief is,1,[RSA] Actieve assets (Legacy) wiens assettype inactief is.xlsx
Report0217.py,1d1OEDsFjaDU11mIi7J5CVVx-UTiP8p0A5VmIO03YuO0,"Toezichtsgroep ontbreekt voor voeding-assets (LS, LSDeel, HS, HSDeel, HSCabine)","[RSA] Toezichtsgroep ontbreekt voor voeding-assets (LS, LSDeel, HS, HSDeel, HSCabine)",1,"[RSA] Toezichtsgroep ontbreekt voor voeding-assets (LS, LSDeel, HS, HSDeel, HSCabine).xlsx"
Report0218.py,1wxPYC35mwexrhWDEX6FQ_xcr_ZdLX6D4PY0g11nwl1U,"Locatie ontbreekt voor voeding-assets (LS, LSDeel, HS, HSDeel, HSCabine, SegmentController, Afstandsbewaking)","[RSA] Locatie ontbreekt voor voeding-assets (LS, LSDeel, HS, HSDeel, HSCabine, SegmentController, Afstandsbewaking)",1,"[RSA] Locatie ontbreekt voor voeding-assets (LS, LSDeel, HS, HSDeel, HSCabine, SegmentController, Afstandsbewaking).xlsx"
